SubDomain Number,SubDomainName,question,option A,option B,option C,option D,option E,option F,answer,_multanswer,_stateNew,_stateWrong,_stateRight,_stateMastered,_countRight,_countWrong,_LabAssignment,_StudyRef,_AICoaching,_MarkedQuestions,_SubDomainNum,_SubDomainName, ,_OriginalNumber,_ExamNumber,_ExamName,_ImageURL,_Explanation
,,A company is making a chatbot. The chatbot uses Amazon Lex and Amazon OpenSearch Service. The chatbot uses the company's private data to answer questions. The company needs to convert the data into a vector representation before storing the data in a database. Which type of foundation model (FM) meets these requirements?,Text completion model,Instruction following model,Text embeddings model,Image generation model,,,C,,0,0,0,1,1,,,,,,2.1,Explain the basic concepts of generative AI.,,215,AIF-C01,AWS Certified AI Practitioner,,"Text embedding models convert text into numerical vector representations suitable for storage in vector databases and semantic search with services like OpenSearch. Text completion and instruction-following models focus on generating text, not producing embeddings. Image generation models are unrelated to text vectorization."
,,A company wants to use a large language model (LLM) to generate product descriptions. The company wants to give the model example descriptions that follow a format. Which prompt engineering technique will generate descriptions that match the format?,Zero-shot prompting,Chain-of-thought prompting,One-shot prompting,Few-shot prompting,,,D,,0,0,0,1,1,,,,,,3.2,Choose effective prompt engineering techniques.,,216,AIF-C01,AWS Certified AI Practitioner,,"Few-shot prompting provides multiple examples that demonstrate the desired structure, guiding the LLM to match the format. Zero-shot lacks examples, and one-shot provides only a single example which may be less robust. Chain-of-thought is aimed at reasoning steps, not enforcing output format."
,,A bank is ﬁne-tuning a large language model (LLM) on Amazon Bedrock to assist customers with questions about their loans. The bank wants to ensure that the model does not reveal any private customer data. Which solution meets these requirements?,Use Amazon Bedrock Guardrails.,Remove personally identiﬁable information (PII) from the customer data before ﬁne-tuning the LLM.,Increase the Top-K parameter of the LLM.,Store customer data in Amazon S3. Encrypt the data before ﬁne-tuning the LLM.,,,B,,0,0,1,0,1,,,,,,4.1,Explain the development of AI systems that are responsible.,,217,AIF-C01,AWS Certified AI Practitioner,,"Removing PII before fine-tuning prevents the model from memorizing and potentially revealing sensitive customer information. Guardrails primarily moderate outputs and do not eliminate memorized private data, while encryption protects data at rest/in transit but not from being learned during training. Adjusting Top-K is a decoding parameter and does not address privacy risks."
,,A grocery store wants to create a chatbot to help customers ﬁnd products in the store. The chatbot must check the inventory in real time and provide the product location in the store. Which prompt engineering technique should the store use to build the chatbot?,Zero-shot prompting,Few-shot prompting,Least-to-most prompting,Reasoning and acting (ReAct) prompting,,,D,,0,0,0,1,1,,,,,,3.2,Choose effective prompt engineering techniques.,,218,AIF-C01,AWS Certified AI Practitioner,,"ReAct prompting combines reasoning with actions/tool calls, enabling the model to query external systems like inventory databases and then ground its answer. This fits the need for real-time checks and providing store locations. Other techniques (zero-/few-shot, least-to-most) do not inherently support tool use or real-time data access."
,,A company uses a third-party model on Amazon Bedrock to analyze conﬁdential documents. The company is concerned about data privacy. Which statement describes how Amazon Bedrock protects data privacy?,User inputs and model outputs are anonymized and shared with third-party model providers.,User inputs and model outputs are not shared with any third-party model providers.,"User inputs are kept conﬁdential, but model outputs are shared with third-party model providers.",User inputs and model outputs are redacted before the inputs and outputs are shared with third-party model providers.,,,B,,0,0,0,1,2,,,,,,5.1,Explain methods to secure AI systems.,,219,AIF-C01,AWS Certified AI Practitioner,,"Amazon Bedrock states that customer prompts and model outputs are not shared with third-party model providers and are not used to train models. Data is processed securely and kept private to the customer’s account, addressing confidentiality concerns. Therefore, B is correct and options suggesting any form of sharing are incorrect."
,,An animation company wants to provide subtitles for its content. Which AWS service meets this requirement?,Amazon Comprehend,Amazon Polly,Amazon Transcribe,Amazon Translate,,,C,,0,0,0,1,2,1,,,,,1.2,Identify practical use cases for AI.,,220,AIF-C01,AWS Certified AI Practitioner,,"Amazon Transcribe performs automatic speech recognition to convert audio to text with timestamps, which is ideal for generating subtitles or captions. Amazon Comprehend analyzes text, Amazon Polly converts text to speech, and Amazon Translate translates text between languages but does not produce transcripts from audio."
,,An ecommerce company wants to group customers based on their purchase history and preferences to personalize the user experience of the company's application. Which ML technique should the company use?,Classiﬁcation,Clustering,Regression,Content generation,,,B,,0,0,1,0,3,2,,,,,1.1,Explain basic AI concepts and terminologies.,,221,AIF-C01,AWS Certified AI Practitioner,,"Clustering is an unsupervised learning technique that groups customers with similar behaviors without requiring predefined labels, ideal for customer segmentation and personalization. Classification needs labeled classes, regression predicts numeric values, and content generation is for creating new content, not grouping users."
,,A company wants to control employee access to publicly available foundation models (FMs). Which solution meets these requirements?,Analyze cost and usage reports in AWS Cost Explorer.,Download AWS security and compliance documents from AWS Artifact.,Conﬁgure Amazon SageMaker JumpStart to restrict discoverable FMs.,Build a hybrid search solution by using Amazon OpenSearch Service.,,,C,,0,0,0,1,2,,,,,,5.1,Explain methods to secure AI systems.,,222,AIF-C01,AWS Certified AI Practitioner,,"Amazon SageMaker JumpStart lets administrators control which foundation models are discoverable and accessible by users, enabling restriction of publicly available FMs. AWS Cost Explorer and AWS Artifact do not manage access; they handle cost analysis and compliance documents, respectively. Amazon OpenSearch Service is unrelated to controlling FM access."
,,A company has set up a translation tool to help its customer service team handle issues from customers around the world. The company wants to evaluate the performance of the translation tool. The company sets up a parallel data process that compares the responses from the tool to responses from actual humans. Both sets of responses are generated on the same set of documents. Which strategy should the company use to evaluate the translation tool?,Use the Bilingual Evaluation Understudy (BLEU) score to estimate the absolute translation quality of the two methods.,Use the Bilingual Evaluation Understudy (BLEU) score to estimate the relative translation quality of the two methods.,Use the BERTScore to estimate the absolute translation quality of the two methods.,Use the BERTScore to estimate the relative translation quality of the two methods.,,,B,,0,0,1,0,1,,,,,,3.4,Describe methods to evaluate foundation model performance.,,223,AIF-C01,AWS Certified AI Practitioner,,"BLEU measures n-gram overlap between machine translations and human references and is best used to compare systems on the same dataset. Its absolute value is not directly meaningful across tasks or datasets, making it more suitable for relative quality assessment. Therefore, using BLEU to compare the tool against human responses on the same documents is appropriate."
,,An AI practitioner wants to generate more diverse and more creative outputs from a large language model (LLM). How should the AI practitioner adjust the inference parameter?,Increase the temperature value.,Decrease the Top K value.,Increase the response length.,Decrease the prompt length.,,,A,,0,0,0,1,1,,,,,,2.1,Explain the basic concepts of generative AI.,,224,AIF-C01,AWS Certified AI Practitioner,,"Temperature controls randomness in token sampling; increasing it flattens the probability distribution so the model is more likely to choose less probable tokens, producing more diverse and creative outputs. Decreasing Top K restricts options and reduces diversity, and changing response or prompt length does not inherently make outputs more creative."
,,"A company has developed custom computer vision models. The company needs a user-friendly interface for data labeling to minimize model mistakes on new real-world data. Which AWS service, feature, or tool meets these requirements?",Amazon SageMaker Ground Truth,Amazon SageMaker Canvas,Amazon Bedrock playground,Amazon Bedrock Agents,,,A,,0,1,0,0,2,1,,,,,1.3,Describe the ML development lifecycle.,,225,AIF-C01,AWS Certified AI Practitioner,,"Amazon SageMaker Ground Truth provides managed data labeling workflows and user-friendly interfaces for annotating datasets, especially for computer vision tasks. It supports human labeling workforces, built-in UIs, and active learning to reduce labeling effort and improve model accuracy on new data. Canvas, Bedrock playground, and Bedrock Agents do not provide data labeling functionality."
,,A company is integrating AI into its employee recruitment and hiring solution. The company wants to mitigate bias risks and ensure responsible AI practices while prioritizing equitable hiring decisions. Which core dimensions of responsible AI should the company consider? (Choose two.),Fairness,Tolerance,Flexibility,Open source,Transparency,,"A, E",1,0,0,0,1,1,,,,,,4.1,Explain the development of AI systems that are responsible.,,226,AIF-C01,AWS Certified AI Practitioner,,"Fairness targets bias mitigation and equitable outcomes in hiring decisions. Transparency enables explainability and auditability of model decisions, supporting accountability and trust. Tolerance, flexibility, and open source are not core responsible AI pillars for bias mitigation."
,,A ﬁnancial company has deployed an ML model to predict customer churn. The model has been running in production for 1 week. The company wants to evaluate how accurately the model predicts churn compared to actual customer behavior. Which metric meets these requirements?,Root mean squared error (RMSE),Return on investment (ROI),F1 score,Bilingual Evaluation Understudy (BLEU) score,,,C,,0,0,1,0,1,,,,,,1.1,Explain basic AI concepts and terminologies.,,227,AIF-C01,AWS Certified AI Practitioner,,"F1 score balances precision and recall, making it suitable for binary classification, especially with class imbalance common in churn prediction. RMSE is for regression, ROI is a business metric not a model accuracy metric, and BLEU evaluates machine translation quality. Therefore, F1 score best measures how well churn predictions match actual outcomes."
,,A company has a generative AI application that uses a pre-trained foundation model (FM) on Amazon Bedrock. The company wants the FM to include more context by using company information. Which solution meets these requirements MOST cost-effectively?,Use Amazon Bedrock Knowledge Bases.,Choose a different FM on Amazon Bedrock.,Use Amazon Bedrock Agents.,Deploy a custom model on Amazon Bedrock.,,,A,,0,0,0,1,1,,,,,,3.1,Describe design considerations for applications that use foundation models.,,228,AIF-C01,AWS Certified AI Practitioner,,"Amazon Bedrock Knowledge Bases provide retrieval-augmented generation to ground an FM on company data without expensive fine-tuning, making it the most cost-effective option. Switching FMs does not add private context, and deploying a custom model is costlier to build and maintain. Bedrock Agents are for task orchestration and may use knowledge bases, but the direct, cost-effective solution is Knowledge Bases."
,,HOTSPOT - A company is using Amazon SageMaker to develop AI models. Select the correct SageMaker feature or resource from the following list for each step in the AI model lifecycle workﬂow. Each SageMaker feature or resource should be selected one time or not at all. Answer : Question 230 ( Exam A) A food service company wants to collect a dataset to predict customer food preferences. The company wants to ensure that the food preferences of all demographics are included in the data. Which dataset characteristic does this scenario present?,Accuracy,Diversity,Recency bias,Reliability,,,B,,0,,,1,,,,,,,1.1,Explain basic AI concepts and terminologies.,,229,AIF-C01,AWS Certified AI Practitioner,,"Diversity refers to having a dataset that represents all relevant demographic groups so the model learns from varied examples and avoids bias. Accuracy and reliability describe model performance characteristics, not dataset composition, and recency bias is about time-skewed data rather than demographic coverage."
,,A company wants to create a chatbot that answers questions about human resources policies. The company is using a large language model (LLM) and has a large digital documentation base. Which technique should the company use to optimize the generated responses?,Use Retrieval Augmented Generation (RAG).,Use few-shot prompting.,Set the temperature to 1.,Decrease the token size.,,,A,,0,0,1,0,1,2,,,,,3.1,Describe design considerations for applications that use foundation models.,,231,AIF-C01,AWS Certified AI Practitioner,,"RAG retrieves relevant passages from the company’s HR documentation and injects them into the prompt, grounding the LLM’s answers in authoritative sources. This improves accuracy and reduces hallucinations for policy Q&A. Few-shot prompting and temperature tuning don’t ensure factual grounding, and changing token size doesn’t address knowledge retrieval."
,,An education company is building a chatbot whose target audience is teenagers. The company is training a custom large language model (LLM). The company wants the chatbot to speak in the target audience's language style by using creative spelling and shortened words. Which metric will assess the LLM's performance?,F1 score,BERTScore,Recall-Oriented Understudy for Gisting Evaluation (ROUGE),Bilingual Evaluation Understudy (BLEU) score,,,B,,0,0,1,0,1,1,,,,,3.4,Describe methods to evaluate foundation model performance.,,232,AIF-C01,AWS Certified AI Practitioner,,"BERTScore compares text using contextual embeddings, capturing semantic similarity even with paraphrasing, slang, or creative spelling. BLEU and ROUGE rely on n-gram overlap and penalize stylistic variations, and F1 is not suited for open-ended generation. Therefore, BERTScore is the most appropriate metric for assessing the chatbot’s stylistically varied outputs."
,,"A customer service team is developing an application to analyze customer feedback and automatically classify the feedback into different categories. The categories include product quality, customer service, and delivery experience. Which A1 concept does this scenario present?",Computer vision,Natural language processing (NLP),Recommendation systems,Fraud detection,,,B,,0,0,1,0,1,1,,,,,1.1,Explain basic AI concepts and terminologies.,,233,AIF-C01,AWS Certified AI Practitioner,,"Analyzing customer feedback text and classifying it into categories is a classic Natural Language Processing (NLP) task, specifically text classification. Computer vision deals with images, recommendation systems suggest items to users, and fraud detection focuses on anomalous transactions, not text understanding."
,,A ﬁnancial services company must ensure that its generative AI-powered chatbot provides factual responses for regulatory compliance. Which solution prevents the underlying foundation model (FM) from hallucinating?,Use AWS Conﬁg to query compliance metadata by using natural language.,Conﬁgure Amazon Bedrock Guardrails to evaluate user inputs and model responses.,Use Amazon Fraud Detector to detect potentially fraudulent online activities.,Use AWS Audit Manager to prepare IT audit and compliance reports.,,,B,,0,0,1,0,2,,,,,,2.3,Describe AWS infrastructure and technologies for building generative AI applications.,,234,AIF-C01,AWS Certified AI Practitioner,,"Amazon Bedrock Guardrails can evaluate and control both prompts and model outputs to enforce safety and factuality policies, reducing hallucinations and compliance risk. The other options (AWS Config, Fraud Detector, Audit Manager) do not moderate LLM inputs/outputs or address model hallucinations in chat responses."
,,"HOTSPOT - A company wants to develop a solution that uses generative AI to create content for product advertisements, including sample images and slogans. Select the correct model type from the following list for each action. Each model type should be selected one time. Answer : Question 236 ( Exam A) A company has created multiple ML models. The company needs a solution for storing, managing, and versioning the models. Which AWS service or feature meets these requirements?",AWS Audit Manager,Amazon SageMaker Model Monitor,Amazon SageMaker Model Registry,Amazon SageMaker Canvas,,,C,,0,,,1,,,,,,,1.3,Describe the ML development lifecycle.,,235,AIF-C01,AWS Certified AI Practitioner,,"Amazon SageMaker Model Registry is designed to store, manage, version, and approve models with lineage and integration into CI/CD pipelines. Audit Manager focuses on compliance evidence, not model artifacts. Model Monitor handles production monitoring, and SageMaker Canvas is a no-code ML tool, not a registry."
,,An AI practitioner is building an ML model. The AI practitioner wants to provide model transparency and explainability to stakeholders. Which solution will meet these requirements?,Present the model Shapley values.,Provide the model accuracy measure.,Provide the model confusion matrix.,Provide a secure model inference endpoint.,,,A,,0,0,1,0,1,1,,,,,4.2,Recognize the importance of transparent and explainable models.,,237,AIF-C01,AWS Certified AI Practitioner,,"Shapley values (e.g., SHAP) attribute each feature’s contribution to predictions, offering clear, instance-level explanations for stakeholders. Accuracy and confusion matrices are performance metrics, not explainability tools. A secure endpoint addresses security, not model transparency."
,,A company is developing an ML application. The application must automatically group similar customers and products based on their characteristics. Which ML strategy should the company use to meet these requirements?,Unsupervised learning,Supervised learning,Reinforcement learning,Semi-supervised learning,,,A,,0,0,1,0,2,,,,,,1.1,Explain basic AI concepts and terminologies.,,238,AIF-C01,AWS Certified AI Practitioner,,"Grouping similar customers and products without labeled outcomes is a clustering problem, which falls under unsupervised learning. Unsupervised methods (e.g., k-means, hierarchical clustering) discover structure in data based on feature similarity. Supervised and reinforcement learning require labels or rewards, which are not present here."
,,A news agency publishes articles in English. The agency wants to make articles available in other languages. Which solution meets these requirements?,Add Amazon Transcribe to the company’s website.,Use the Amazon Translate real-time translation feature.,Add Amazon Personalize to the company’s website.,Use the Amazon Textract real-time document processing feature.,,,B,,0,0,0,1,1,,,,,,1.2,Identify practical use cases for AI.,,239,AIF-C01,AWS Certified AI Practitioner,,"Amazon Translate provides neural machine translation to convert English articles into other languages in real time or batch. Amazon Transcribe is for speech-to-text, Amazon Personalize is for recommendations, and Amazon Textract extracts text from documents—none of which perform translation."
,,A bank is building a chatbot to answer customer questions about opening a bank account. The chatbot will use public bank documents to generate responses. The company will use Amazon Bedrock and prompt engineering to improve the chatbot’s responses. Which prompt engineering technique meets these requirements?,Complexity-based prompting,Zero-shot prompting,Few-shot prompting,Directional stimulus prompting,,,C,,0,0,1,0,1,2,,,,,3.2,Choose effective prompt engineering techniques.,,240,AIF-C01,AWS Certified AI Practitioner,,"Few-shot prompting provides the model with a few example Q&A pairs derived from the public bank documents to guide tone, structure, and content. This helps the model produce more accurate, consistent answers compared to zero-shot prompting. Other options like complexity-based or directional stimulus prompting are less standard for this use case on the exam."
,,A company wants to ﬁne-tune an ML model that is hosted on Amazon Bedrock. The company wants to use its own sensitive data that is stored in private databases in a VPC. The data needs to stay within the company’s private network. Which solution will meet these requirements?,Restrict access to Amazon Bedrock by using an AWS Identity and Access Management (IAM) service role.,Restrict access to Amazon Bedrock by using an AWS Identity and Access Management (IAM) resource policy.,Use AWS PrivateLink to connect the VPC and Amazon Bedrock.,Use AWS Key Management Service (AWS KMS) keys to encrypt the data.,,,C,,0,0,1,0,1,,,,,,2.3,Describe AWS infrastructure and technologies for building generative AI applications.,,241,AIF-C01,AWS Certified AI Practitioner,,"AWS PrivateLink enables private connectivity from a VPC to Amazon Bedrock without traversing the public internet, ensuring data remains within the private network. IAM roles or resource policies control authorization but do not provide private network paths. KMS encryption protects data at rest and in transit but does not enforce VPC-only access."
,,A documentary ﬁlmmaker wants to reach more viewers. The ﬁlmmaker wants to automatically add subtitles and voice-overs in multiple languages to their ﬁlms. Which combination of steps will meet these requirements? (Choose two.),Use Amazon Transcribe and Amazon Translate to generate subtitles in other languages.,Use Amazon Textract and Amazon Translate to generate subtitles in other languages.,Use Amazon Polly to generate voice-overs in other languages.,Use Amazon Translate to generate voice-overs in other languages.,Use Amazon Textract to generate voice-overs in other languages.,,"A, C",1,0,0,1,0,2,3,,,,,1.2,Identify practical use cases for AI.,,242,AIF-C01,AWS Certified AI Practitioner,,"Use Amazon Transcribe to convert speech in the films to text, then Amazon Translate to create subtitles in other languages (A). Use Amazon Polly to convert the translated text into natural-sounding speech for multilingual voice-overs (C). Textract is for document OCR, not audio, and Translate alone cannot produce voice output."
,,A company wants to create a chatbot to answer employee questions about company policies. Company policies are updated frequently. The chatbot must reﬂect the changes in near real time. The company wants to choose a large language model (LLM). Which solution meets these requirements?,Fine-tune an LLM on the company policy text by using Amazon SageMaker.,Select a foundation model (FM) from Amazon Bedrock to build an application.,Create a Retrieval Augmented Generation (RAG) workﬂow by using Amazon Bedrock Knowledge Bases.,Use Amazon Q Business to build a custom Q App.,,,C,,0,0,0,1,1,,,,,,3.1,Describe design considerations for applications that use foundation models.,,243,AIF-C01,AWS Certified AI Practitioner,,"Bedrock Knowledge Bases enable a RAG workflow that retrieves the latest policy content at query time, so the chatbot reflects updates in near real time. Fine-tuning is static and slow to update, and simply selecting an FM does not address data freshness. Amazon Q Business could help, but the question focuses on choosing an LLM solution pattern for dynamic content, which RAG via Bedrock KB best satisfies."
,,A company is using supervised learning to train an AI model on a small labeled dataset that is speciﬁc to a target task. Which step of the foundation model (FM) lifecycle does this describe?,Fine-tuning,Data selection,Pre-training,Evaluation,,,A,,0,0,1,0,1,1,,,,,3.3,Describe the training and fine-tuning process for foundation models.,,244,AIF-C01,AWS Certified AI Practitioner,,"Fine-tuning adapts a pre-trained foundation model to a specific downstream task using supervised learning on a smaller, task-specific labeled dataset. Pre-training uses large, general datasets, while data selection and evaluation are separate phases. Therefore, the described process matches fine-tuning."
,,HOTSPOT - A company is developing an AI application to help the company approve or deny personal loans. The application must follow the principles of responsible AI. Select the correct responsible AI principle from the following list for each action. Select each responsible AI principle one time or not at all. Answer : Question 246 ( Exam A) A company is introducing a new feature for its application. The feature will reﬁne the style of output messages. The company will ﬁne- tune a large language model (LLM) on Amazon Bedrock to implement the feature. Which type of data does the company need to meet these requirements?,Samples of only input messages,Samples of only output messages,Samples of pairs of input and output messages,Separate samples of input and output messages,,,C,,0,0,0,1,,1,,,,,3.3,Describe the training and fine-tuning process for foundation models.,,245,AIF-C01,AWS Certified AI Practitioner,,"Fine-tuning an LLM to refine output style uses supervised learning, which requires prompt–response pairs so the model learns the mapping from inputs to desired outputs. Input-only or output-only data cannot teach this mapping, and unpaired sets do not align examples. Amazon Bedrock fine-tuning expects paired records for effective supervised fine-tuning."
,,"A healthcare company is building an AI solution to predict patient readmission within 30 days of patient discharge. The company has trained a model on historical patient data including medical history, demographics, and treatment speciﬁcations, to provide readmission predictions in real time. Which task describes AI model inference in this scenario?",Gather historical patient readmission data.,Use appropriate metrics and assess model performance.,Use data to identify patient patterns and correlations.,Use a trained model to predict patient readmission.,,,D,,0,1,0,0,1,3,,,,,1.1,Explain basic AI concepts and terminologies.,,247,AIF-C01,AWS Certified AI Practitioner,,"Inference is the process of using a trained model to make predictions on new data, which is exactly what option D describes. Option A is data collection, option B is model evaluation, and option C refers to exploratory analysis or feature discovery, not inference."
,,A ﬁnancial company wants to build workﬂows for human review of ML predictions. The company wants to deﬁne conﬁdence thresholds for its use case and adjust the thresholds over time. Which AWS service meets these requirements?,Amazon Personalize,Amazon Augmented AI (Amazon A2I),Amazon Inspector,AWS Audit Manager,,,B,,0,0,1,0,1,,,,,,4.1,Explain the development of AI systems that are responsible.,,248,AIF-C01,AWS Certified AI Practitioner,,Amazon Augmented AI (A2I) enables managed human review workflows for ML predictions with configurable confidence thresholds that can be adjusted over time. It routes low-confidence inferences to human reviewers and integrates with AWS ML services and custom models. Other options do not provide human review workflows.
,,A company wants to develop an AI assistant for employees to query internal data. Which AWS service will meet this requirement?,Amazon Rekognition,Amazon Textract,Amazon Lex,Amazon Q Business,,,D,,0,0,1,0,1,1,,,,,2.3,Describe AWS infrastructure and technologies for building generative AI applications.,,249,AIF-C01,AWS Certified AI Practitioner,,"Amazon Q Business is a managed enterprise AI assistant that securely connects to internal data sources and lets employees query organizational content with built-in permissions and RAG. Rekognition and Textract handle vision and OCR tasks, and Lex builds chat interfaces but does not provide turnkey enterprise data retrieval and governance. Thus, Amazon Q Business best meets the requirement."
,,A company wants to build and deploy ML models on AWS without writing any code. Which AWS service or feature meets these requirements?,Amazon SageMaker Canvas,Amazon Rekognition,AWS DeepRacer,Amazon Comprehend,,,A,,0,0,0,1,3,,,,,,1.3,Describe the ML development lifecycle.,,250,AIF-C01,AWS Certified AI Practitioner,,"Amazon SageMaker Canvas provides a visual, no-code interface to prepare data, build, train, and deploy ML models. Rekognition and Comprehend are pre-trained managed AI services for specific modalities, not general no-code model building. AWS DeepRacer is an educational RL platform, not a production no-code ML service."
,,A design company is using a foundation model (FM) on Amazon Bedrock to generate images for various projects. The company wants to have control over how detailed or abstract each generated image appears Which model parameter should the company modify?,Model checkpoint,Batch size,Generation step,Token length,,,C,,0,0,0,1,4,1,,,,,2.1,Explain the basic concepts of generative AI.,,251,AIF-C01,AWS Certified AI Practitioner,,"In diffusion-based image generation, the generation (inference) steps control how many denoising iterations occur, with more steps yielding finer, more detailed images and fewer steps producing more abstract outputs. Model checkpoint selects which weights to use, batch size affects throughput, and token length pertains primarily to text models rather than image detail control."
,,A ﬁnancial company has oﬃces in different countries worldwide. The company requires that all API calls between generative AI applications and foundation models (FM) must not travel across the public internet. Which AWS service should the company use?,AWS PrivateLink,Amazon Q,Amazon CloudFront,AWS CloudTrail,,,A,,0,0,0,1,1,,,,,,5.1,Explain methods to secure AI systems.,,252,AIF-C01,AWS Certified AI Practitioner,,"AWS PrivateLink provides private connectivity to AWS services and SaaS endpoints through interface VPC endpoints, ensuring traffic does not traverse the public internet. This enables generative AI applications to call foundation models (e.g., via Amazon Bedrock or SageMaker) over the AWS network only. It supports compliance and data protection requirements by enforcing network isolation."
,,An ecommerce company is deploying a chatbot. The chatbot will give users the ability to ask questions about the company’s products and receive details on users’ orders. The company must implement safeguards for the chatbot to ﬁlter harmful content from the input prompts and chatbot responses. Which AWS feature or resource meets these requirements?,Amazon Bedrock Guardrails,Amazon Bedrock Agents,Amazon Bedrock inference APIs,Amazon Bedrock custom models,,,A,,0,0,1,0,1,,,,,,2.3,Describe AWS infrastructure and technologies for building generative AI applications.,,253,AIF-C01,AWS Certified AI Practitioner,,"Amazon Bedrock Guardrails provide configurable safety controls to filter harmful content in both user prompts and model responses, including toxicity, hate, and PII controls. Bedrock Agents orchestrate tool use and workflows, not safety filtering, and inference APIs or custom models do not inherently provide content moderation safeguards."
,,A company wants to learn about generative AI applications in an experimental environment. Which solution will meet this requirement MOST cost-effectively?,Amazon Q Developer,Amazon SageMaker JumpStart,Amazon Bedrock PartyRock,Amazon Q Business,,,C,,0,0,0,1,2,1,,,,,2.3,Describe AWS infrastructure and technologies for building generative AI applications.,,254,AIF-C01,AWS Certified AI Practitioner,,"Amazon Bedrock PartyRock is a no-code, low-cost playground to experiment with generative AI apps quickly without provisioning infrastructure. It’s designed for learning and prototyping, making it the most cost-effective option. Amazon Q Developer and Q Business serve different use cases, and SageMaker JumpStart can incur higher costs and complexity."
,,A company needs to collect a large dataset to train an AI assistant in a speciﬁc content area. Which dataset will meet this requirement?,Diverse conversations that use relevant terminology,Time series data of general purpose historical sales,Sentiment analysis of news articles,Unique product IDs and corresponding user IDs,,,A,,0,0,0,1,1,,,,,,1.3,Describe the ML development lifecycle.,,255,AIF-C01,AWS Certified AI Practitioner,,"An AI assistant trained for a specific domain needs conversational data that reflects the target terminology and context. Option A provides domain-relevant dialogues necessary for effective learning. The other options do not contain conversational, domain-specific content suitable for training an assistant."
,,A ﬁnancial company is developing a generative AI application for loan approval decisions. The company needs the application output to be responsible and fair. Which solution meets these requirements?,Review the training data to check for biases. Include data from all demographics in the training data.,Use a deep learning model with many hidden layers.,Keep the model’s decision-making process a secret to protect proprietary algorithms.,Continuously monitor the model’s performance on a static test dataset,,,A,,0,0,0,1,1,,,,,,4.1,Explain the development of AI systems that are responsible.,,256,AIF-C01,AWS Certified AI Practitioner,,"Ensuring responsible and fair outcomes starts with addressing bias in data by auditing and balancing training datasets across demographics. This directly mitigates discriminatory patterns the model could learn. The other options do not address fairness: model depth and secrecy are irrelevant or harmful, and static monitoring without bias checks will miss fairness issues."
,,HOTSPOT - Select the correct AWS service or tool from the following list for each use case. Select each AWS service or tool one time or not at all. Answer : Question 258 ( Exam A) An AI practitioner who has minimal ML knowledge wants to predict employee attrition without writing code. Which Amazon SageMaker feature meets this requirement?,SageMaker Canvas,SageMaker Clarify,SageMaker Model Monitor,SageMaker Data Wrangler,,,A,,0,,,1,,,,,,,1.3,Describe the ML development lifecycle.,,257,AIF-C01,AWS Certified AI Practitioner,,"SageMaker Canvas enables users with minimal ML expertise to build, train, and generate predictions for models without writing code, which fits the employee attrition prediction use case. SageMaker Clarify handles bias/explainability, Model Monitor monitors deployed models, and Data Wrangler focuses on data preparation rather than end-to-end no-code prediction."
,,A company is using AI to improve its services. The company needs to ensure that the AI system is fair and explainable. The company wants to require training for members of the AI system development team. Which training will meet these requirements?,Training on advanced coding skills,Training on data privacy and encryption protocols,Training on bias awareness and responsible AI,Training on advanced ML algorithms,,,C,,0,0,1,0,1,,,,,,4.1,Explain the development of AI systems that are responsible.,,259,AIF-C01,AWS Certified AI Practitioner,,"Training on bias awareness and responsible AI directly addresses fairness and transparency by teaching teams how to identify, mitigate, and monitor bias and apply explainability practices. Other options (coding skills, privacy/encryption, advanced algorithms) do not specifically target fairness and explainability requirements. Therefore, responsible AI training best meets the stated goals."
,,A company has an ML model. The company wants to know how the model makes predictions. Which term refers to understanding model predictions?,Model interpretability,Model training,Model interoperability,Model performance,,,A,,0,0,1,0,1,,,,,,4.2,Recognize the importance of transparent and explainable models.,,260,AIF-C01,AWS Certified AI Practitioner,,"Model interpretability refers to understanding how a model arrives at its predictions. It focuses on transparency and explainability techniques that make model decisions understandable to humans. Model training, interoperability, and performance measure different aspects unrelated to explaining predictions."
,,A company wants to identify groups for its customers based on the customers’ demographics and buying patterns. Which algorithm should the company use to meet this requirement?,K-nearest neighbors (k-NN),K-means,Decision tree,Support vector machine,,,B,,0,0,1,0,1,,,,,,1.1,Explain basic AI concepts and terminologies.,,261,AIF-C01,AWS Certified AI Practitioner,,"K-means is an unsupervised clustering algorithm that groups similar customers into clusters based on features like demographics and purchase behavior. This use case does not require labeled outcomes, making K-means appropriate. k-NN, decision trees, and SVM are supervised methods primarily for classification/regression, not clustering."
,,A company is working on a large language model (LLM) and noticed that the LLM’s outputs are not as diverse as expected. Which parameter should the company adjust?,Temperature,Batch size,Learning rate,Optimizer type,,,A,,0,0,0,1,1,,,,,,2.1,Explain the basic concepts of generative AI.,,262,AIF-C01,AWS Certified AI Practitioner,,"Temperature scales the logits before sampling; higher values increase randomness and diversity in LLM outputs, while lower values make outputs more deterministic. Batch size, learning rate, and optimizer type are training parameters and do not directly control output diversity at inference time. Therefore, adjusting temperature is the appropriate way to influence diversity."
